Region	log2FC.delta_RBR_plus__VS__WT_plus	FDR.delta_RBR_plus__VS__WT_plus	log2FC.delta_Z1_plus__VS__WT_plus	FDR.delta_Z1_plus__VS__WT_plus	log2FC.delta_Z10_plus__VS__WT_plus	FDR.delta_Z10_plus__VS__WT_plus
chr1:227730223-227730594	0.130465663036107	0.794274711377348	0.323055969934308	0.1811503182616681	0.582090818986157	0.00684376520333724
chr1:227918065-227918362	-0.362775740336517	0.4752232716345829	0.4344463942288849	0.121462448806406	-2.97352084645058	2.18282388227897e-6
chr1:227950006-227950517	-0.154354179372361	0.5784327086560289	-0.037050042744385	0.853373526516985	0.431119848369108	0.00287981061342782
chr1:228039526-228039871	-0.329881999441675	0.7209928167928441	0.495913927834164	0.2497472266998861	-0.251721821962205	0.5970149841350411
chr1:228134389-228134693	-0.4190444195236691	0.374097767918727	-0.7772630818442879	0.0149193295836595	0.645782485447904	0.012707543319793
chr1:228141611-228141964	-0.342817411725124	0.24773590868514	-0.281482862086828	0.191433026263069	-0.0458522541007522	0.8313058140894342
chr1:228155580-228155959	0.316789548351848	0.6424756369707011	0.745022107960259	0.0335484151174154	0.134454179712572	0.738423276234429
chr1:228187046-228187418	-0.460611821387889	0.152153208620609	-0.6727855004009541	0.00519468966057013	0.2314985388227611	0.265347807827627
chr1:228290019-228290298	0.348028955038897	0.3723972629957421	-1.01279673718882	7.5588290205358e-4	0.201429261143506	0.42739883693745
chr1:228318559-228319038	0.225813896943302	0.566737064129949	0.128108333669882	0.629205840368174	0.4339168960450179	0.0366054496046663
chr1:228327654-228327904	0.954172395689966	0.00241277578337315	0.882232090675208	0.00128505750937843	0.141500065161481	0.6683225197205749
chr1:228353241-228353683	0.333246997333353	0.0193166673997505	0.320968845096088	0.01172722307708	0.903064744751343	6.07574840509035e-10
chr1:228424518-228424756	-0.548304414287463	0.475970627723317	-0.497353145072455	0.3071579485938	0.35150121559278	0.3652145274051861
chr1:228581188-228581478	0.244913739614026	0.7514974868046959	0.932592335805313	0.006792646191740729	0.416332155453334	0.2482352585196869
chr1:228659562-228659848	-0.00556904275989593	0.99634568409501	-0.107224917947489	0.808004206950032	-0.419671539274423	0.276824802725706
chr1:228688610-228689015	0.0749676626731305	0.8560303345934058	-0.0806566058186107	0.721229619096984	0.0188508621329683	0.9296573618521992
chr1:228800012-228800537	0.0942736254803281	0.8739491793933091	-0.0789725968795045	0.811156393550082	0.36681497436815	0.138885992250222
chr1:228870892-228871273	-0.0283524128518999	0.956497455139298	-0.0470715570261459	0.844635577247675	-0.807839563444094	2.32656567183093e-4
chr1:229272629-229272854	-0.385183237880932	0.65137936937671	0.446470543157056	0.289335366975149	-1.06069731255213	0.0348462083027418
chr1:229363195-229363584	0.130467549938514	0.7321823390878449	-0.0779487131153651	0.746261568932853	0.264747006553351	0.155341244103754
chr1:229393742-229394101	0.15485865545504	0.7914890581362339	-0.6895039383140561	0.0272104180565861	-0.160639274265354	0.5999658358261241
chr1:229407127-229407446	0.5334790243715389	0.196355067720912	0.399754647797922	0.209697566135864	0.810609864315535	0.00535960809644066
chr1:229546883-229547141	-0.0652099192658362	0.9498105718516908	0.5019609999538169	0.165234657557523	-1.96609364818763	6.27107981546538e-4
chr1:229588991-229589316	0.1480834388864931	0.8807249751113481	0.878689609606757	0.021625223071375	0.255187857618132	0.5521566999031079
chr1:229617822-229618105	0.162854198937649	0.850077937784234	-0.0367441979843543	0.943627328153572	-0.0464291770803201	0.9203898581536328
chr1:229650432-229650781	-0.318767147631076	0.5072779493852151	0.127652634774892	0.68290051792627	-0.00537334014763555	0.986029322914784
chr1:229694486-229694901	0.368863061488474	0.0372922803269596	0.354461339021111	0.0178434378807555	-0.225193443692848	0.15126629538326
chr1:229796967-229797361	-0.266121219382492	0.249528595055391	-0.461023172841235	0.00503770329749391	-1.3721945243766	1.20239865414238e-9
chr1:229850609-229851082	-0.135811021842313	0.8399118077889509	0.203766629031405	0.531060594177018	-0.114276033392295	0.730241851997472
chr1:229984904-229985173	0.3783736439547249	0.61938177815444	0.34288251536769	0.460245283157947	0.5612910988214991	0.1484985622253381
chr1:230256664-230257158	-0.309177778443865	0.418864243767733	0.194709706109042	0.432533919739636	-1.59769802864259	1.45789414899742e-6
chr1:230303113-230303672	-0.136772070184911	0.659980740763191	0.0559895176204291	0.783585647048017	-1.32941349581141	1.62581020143356e-8
chr1:230356249-230356589	0.133861987664037	0.864474557466452	0.640383445236125	0.0486987631529631	-1.30540433811142	0.00341317106014284
chr1:230404700-230404929	0.247732750622318	0.69732384137061	-1.53982681899421	7.575968352144492e-4	-1.04057774559242	0.0138474199862853
chr1:230446317-230446686	-0.05797940422395201	0.913466291999818	0.00465795426050537	0.9869796770582429	0.26684152215964	0.18333114718453
chr1:230768040-230768374	-0.0755631148984702	0.9237922740285992	-0.63564872936678	0.0648818519733691	-0.8255196839646709	0.0145984796014113
chr1:230777883-230778322	-0.103530957109751	0.6387948104331861	0.207326772540914	0.0948445755850166	-0.955700453547984	2.041674157292651e-9
chr1:231052854-231053351	-0.104500155383726	0.86613937878996	0.268400191385084	0.331430873793149	0.6484956246040889	0.00580031262083271
chr1:231053416-231053780	0.404450235115906	0.5290620825828279	-0.0730070243394206	0.8889338058417359	-0.12407204671274	0.777139429272034
chr1:231114438-231114652	0.702974568118627	0.0781086754469143	0.376937991737223	0.272512857012274	0.125638372081979	0.734241742490732
chr1:231114817-231115029	0.1398911355035241	0.841818312285917	-0.528767941984729	0.142737455507629	0.226973378838367	0.468225448792737
chr1:231347058-231347553	-0.0275844094066652	0.9498105718516908	-0.5120157306869509	0.00258365397984292	-0.110773652659537	0.511591489388354
chr1:231451576-231451889	0.0377362427107895	0.96695483242742	-0.197113813298274	0.6080274963585961	0.470681549102753	0.107082283352847
chr1:231493576-231493920	-0.180282927242301	0.7987364512729691	0.719602887043294	0.0162804061501281	0.265307409185063	0.4480011063179311
chr1:231558188-231558517	0.492255390565106	0.0942857580336629	-0.115044699783389	0.6972439592607321	-0.7422167386837192	0.0059576765717515
chr1:231686128-231686527	0.96741264864551	0.0696312888507868	1.39946737236232	2.51367448175257e-4	1.03956940242103	0.0104391924549192
chr1:231726347-231726717	-0.107576064843092	0.853152696583146	-0.15466262357736	0.6052301420926689	0.354994564839585	0.123865567148226
chr1:231739576-231740090	0.201428276290179	0.750954610796788	-0.284832764068996	0.439771866675165	0.245068342248164	0.4281881511821121
chr1:231860880-231861246	-0.308877965414207	0.596294159422568	0.491484400068556	0.101690321253891	0.6736704078977149	0.01606982016357
chr1:231892526-231892906	-0.290972615172867	0.46759597724202	0.134128179613044	0.6134396669346259	-0.389596740764759	0.113192976704719
chr1:231942456-231942748	0.083051701244787	0.910855402010023	-0.248604331443008	0.473158839169698	-1.13257183990514	0.00165795648075321
chr1:232002326-232003011	0.035318916307599	0.959361175211494	0.308070711126634	0.219748558085434	0.291297255292657	0.2104631730875
chr1:232067615-232067957	-0.275376615197568	0.574074162079369	-0.903745808328646	0.00276368327463415	-0.538814167559734	0.0596348342657886
chr1:232346934-232347259	-0.275379798921786	0.647866058519799	0.0943841250249357	0.8041439957505501	-0.9219041814990808	0.009198910954501809
chr1:232766152-232766746	0.484562584265418	0.0163812798566954	-0.9788870111588872	1.78529896611175e-6	0.116148507653796	0.520180042358223
chr1:232771285-232771844	-0.3495721938960639	0.51527075742342	0.034297474399607	0.9304003423242528	-0.283977750756107	0.374762810230808
chr1:232818592-232818804	0.4852093350815561	0.476026126893634	0.219288400547573	0.659563059877792	0.7664442345905301	0.0404896577092484
chr1:233088665-233089020	0.01783046270095	0.9835448236217192	0.127483859687494	0.713208296360162	-2.04742464219268	2.5814466827083e-5
chr1:233160927-233161260	0.462919978333072	0.367820703851826	0.0326648404511069	0.9439871493445698	1.20577254807672	7.48010145916801e-5
chr1:233376836-233377192	-0.14460399640169	0.764858060902755	-1.81149685948329	4.019318919146689e-9	-0.0908895187855427	0.7110054311026591
chr1:233440267-233440598	-0.004984579509583371	0.99634568409501	-0.207411313120536	0.580539262483611	-0.3386827312659531	0.3434884303105381
chr1:233500508-233500791	-0.447692734516938	0.589207001117206	0.23715696729472	0.618603055180427	-0.8481254715310329	0.0911104317478776
chr1:233530630-233530948	0.122671125430369	0.876937378830425	-0.123323276779697	0.7791247533585308	-0.104106774542604	0.79134364212472
chr1:233576622-233576957	0.160700075518307	0.8133021781350909	-0.758738962540053	0.0489524399218766	-0.124973486378382	0.726054110164529
chr1:233654079-233654372	-0.4074655936569171	0.516629229690643	0.171107710615943	0.6677968524964761	0.49840219768533	0.119890984499759
chr1:233926826-233927214	0.00124237594819208	0.99884920923111	0.2477252584728031	0.31432018671065	-0.467698889344619	0.0527436007603081
chr1:234201606-234201954	-0.249822262583357	0.652527822258282	-0.2060571855123511	0.537930228567947	0.458501027239409	0.0742658957576476
chr1:234247261-234247540	0.551690210055224	0.203404580564884	-0.4768119278164721	0.2076563306946911	-0.0650216844030698	0.8657343658503659
chr1:234250362-234250666	-0.204142951371359	0.7914890581362339	-0.273572774703939	0.5111049618999289	-0.0839464659693176	0.8340643384950459
chr1:234261047-234261395	0.284721653075412	0.6268050045341149	-0.8806446967997942	0.02501913546272	1.30266312068575	7.943055066168901e-6
chr1:234290431-234290766	-0.944781922955006	0.0316234032919276	-0.237345140970376	0.5065579917219489	-2.32485152483019	1.54332636255862e-5
chr1:234324311-234324634	0.0775090133996663	0.9341819435092408	0.733665277936268	0.0244239419491317	0.168588907615435	0.646853665226331
chr1:234348567-234348850	-0.0921369056871436	0.926841899470409	0.291336665560621	0.47813702015918	0.0857867431628592	0.8357297937014209
chr1:234445723-234446095	-0.31074841239415	0.3150554420172	-0.176733006020959	0.4321093363131821	-0.758185706559616	5.43815742598539e-4
chr1:234458735-234459087	0.161427563316447	0.8083933350247758	-0.366127080407992	0.310456247439201	0.76023965451703	0.005793533406765279
chr1:234462341-234462728	-0.048753427951137	0.9498105718516908	0.5329714010732101	0.041157087351798	0.3572305799635971	0.166563390748784
chr1:234614311-234614545	0.580104978050396	0.123141930690995	0.867842325858422	0.00121520975164775	-0.115222522010234	0.733840372236889
chr1:234622684-234623035	0.473522690845281	0.297755851586024	-0.15994213856086	0.6839975842635639	0.5194322413107729	0.0712733471288016
chr1:234634695-234635192	-0.0207306742359199	0.95916618121177	-0.550039499860081	3.84859794290305e-4	0.203066753226839	0.149143848449363
chr1:234715774-234716005	-0.4696344977329059	0.634335844580817	0.457116390475067	0.3483618980255561	-1.39248776359763	0.0245188852553577
chr1:234733682-234734014	-0.33250509571062	0.5901679392808361	0.0885332264191483	0.825524372429442	0.2041095763451611	0.533357437084674
chr1:235112797-235113017	0.7931226147845329	0.184147322435353	0.762394815427154	0.0784086163922943	0.632691454458947	0.135259617143787
chr1:235114156-235114407	0.7605506687462181	0.0966197031631133	0.128421882692143	0.7855232104883059	0.398645541582991	0.267501213661669
chr1:235148466-235148673	0.3529557715024389	0.6524612087777449	0.542580406816847	0.214246434254724	-1.2321898387513	0.0308823120671083
chr1:235247030-235247427	-0.289130526393615	0.224765759192728	-0.394383432974846	0.0223893862310232	-0.4467103672670511	0.00783343970146583
chr1:235253873-235254121	0.8116880527128041	0.137235810684608	1.31202929727938	3.83768190072428e-4	1.15288104621096	0.00214902303308695
chr1:235256663-235257510	-0.100813694286099	0.75140046061611	-0.114166062523421	0.5267533406929521	0.00539950547262294	0.9767557292919872
chr1:235267513-235267852	0.0992431232271925	0.865773856035563	-0.34214407309627	0.234735348764655	0.339680744176141	0.155252340022458
chr1:235416502-235416853	-0.261816450844057	0.562996136322245	-0.0653978388935216	0.8355302203846591	-0.7504587549433771	0.00699926038692082
chr1:235492332-235492795	0.140562050550807	0.849198975152432	0.3529048911067	0.3018670577615	-0.00256949129639422	0.994475761946869
chr1:235578639-235578985	0.448102825201127	0.368772085781665	0.647442561362765	0.0432746921593779	-0.295698050586436	0.430782957789421
chr1:235580420-235580801	-0.0948031336532338	0.88036453718463	0.217315761802899	0.44604674457475	-0.667364270112235	0.0182236661156855
chr1:235667761-235668211	0.105567888350213	0.7320268077241759	0.116325837602866	0.516040525601697	-1.14631060218679	2.49814841835738e-7
chr1:235677078-235677434	0.329830188151404	0.4169342787536861	-0.616419802799427	0.0353736569724693	0.587334767970386	0.0113964454794713
chr1:235720851-235721139	0.457062970306953	0.636477234493141	0.5624083562546379	0.29942666741771	1.31693412819116	0.00313382649147899
chr1:235799678-235799986	-0.271250236021747	0.734532673767271	0.47190456500606	0.219707128287538	-0.3977576834876321	0.3591548188700879
chr1:236006744-236007054	-0.419878088786946	0.5584014078828811	-0.618281499126095	0.168500690813624	-1.75943249417494	0.0015162371615178
chr1:236135033-236135437	-0.0901007578723722	0.829347388645701	-0.114907088017286	0.612612942210806	-0.7511224531054629	4.483273864276241e-4
chr1:236266932-236267311	-0.316775409189836	0.562254995332614	0.4656093962057979	0.105536114601513	0.165225824878015	0.587345071186575
chr1:236272622-236272994	0.0801746287708978	0.9219763360473028	0.465329460216878	0.135381663304705	0.23321647836577	0.464620685300791
chr1:236288367-236288738	1.05948068100573	0.0303189484622744	0.490016663310061	0.281286961127845	0.3081607638302869	0.498196435819456
chr1:236615295-236615635	0.0433414912692318	0.962414360961927	0.631690912823496	0.0376940611143471	0.6761695459683511	0.0195129723106865
chr1:236653362-236653595	0.0590767773326409	0.961256910789278	-0.0853599485391272	0.88068022822451	0.127500568426439	0.7885430563628729
chr1:236695122-236695364	-0.419708483861133	0.6002177066254001	-1.69457493898748	0.002899941748867311	-0.733688026516249	0.113339100673224
chr1:236706438-236706692	-0.0811684487241492	0.9341819435092408	0.122443153136072	0.7842217171896272	-0.952261206282502	0.0267998225053415
chr1:236772490-236772781	0.0362643137029174	0.978493434394666	0.31890381943442	0.5202770077725161	-0.2454263243146861	0.6580287001644101
chr1:236911811-236912132	-0.0776630390983548	0.9420290687467522	-0.0231303382755752	0.9651257698426842	-0.771522912430466	0.0807345973652621
chr1:236922391-236922928	0.258467841155026	0.644752163312773	-0.773395412893216	0.0309011640627744	0.386245298437402	0.17929060279501
chr1:237032166-237032549	-0.3955359291444021	0.35501109115202	0.328568186706998	0.213484452302783	-2.12718502289151	1.46675159740718e-6
chr1:237288203-237288556	-0.300379813111086	0.766358924921627	0.8465180532848521	0.0395477734852745	0.35123564549963	0.422691420960752
chr1:237549901-237550267	-0.8725968143005991	0.0727447733577578	-1.02223611290458	0.00946045126546052	-1.96108606157075	1.5337443856553e-4
chr1:237725649-237725858	-0.779657564497112	0.295651326981283	-0.233215985714954	0.6538465962312989	-0.30566728408053	0.5090378345922679
chr1:237777392-237777690	-0.0591479391752091	0.966784034818893	1.08262773000162	0.00827250780523202	0.276641468068295	0.561937302507439
chr1:237963186-237963505	0.225600965876822	0.7386749424035409	-0.7393092258401222	0.0681131747518174	0.7507520120920259	0.0133216712980858
chr1:237970054-237970428	-0.0362455947099261	0.9652674155472708	0.3751910235412371	0.198109115317317	-0.7453603370502171	0.0190801050682601
chr1:237977660-237977970	-0.164994973901161	0.8434905703517959	-0.1519742088981	0.7425946474589871	0.0596382677949915	0.8913824103672191
chr1:238014528-238014891	0.14133023564489	0.8116254139526721	-0.9587067255943192	0.00297820586910994	-0.3734179803104579	0.212760481872373
chr1:238027562-238027955	-0.18125018267256	0.455229061853128	-0.734156592176501	2.97672716564948e-6	0.0599252507695168	0.6961941951290411
chr1:238064622-238064951	-0.04017616843137	0.9726522625688052	0.4312646138307101	0.300293334553451	0.188707337802457	0.6525443826845789
chr1:238402040-238402350	-0.131205966727699	0.8733054801984499	0.318343920829675	0.38199272240356	0.0422842315002383	0.920134591762004
chr1:238415523-238416005	-0.210881399936601	0.7259655282154499	-0.20348172788768	0.556336733066773	-0.255121605041951	0.405310888651878
chr1:239247836-239248067	-0.159829368625221	0.8475847740858391	-0.219283335722531	0.6134396669346259	-0.0414968000856374	0.9206579047878992
chr1:239472041-239472392	0.154928775144402	0.828408912325221	-0.9642853356025	0.0156049809595671	0.508224612338835	0.0898088067407746
chr1:239750402-239750650	-0.302024432614077	0.664318642222201	-0.65281639149556	0.112416863893238	-1.07875460267338	0.0123285607642696
chr1:240061437-240061813	-0.0353438853851366	0.955702865090021	0.39400343791642	0.078973401027592	-0.6753279437417521	0.00770879350148092
chr1:240114862-240115178	0.5110283458242	0.247310533769266	-0.1904252034396401	0.624343720346146	0.6828010915057039	0.0174718241389475
chr1:240116301-240116590	-0.114718785086259	0.879418423410043	0.301464412072904	0.364370486005446	-0.6317265046387939	0.064449353678795
chr1:240139671-240140059	-0.7385687292217059	0.0248239095443955	0.0547885930601894	0.858549519924339	-0.7469378793074809	0.00420235202799204
chr1:240167334-240167814	0.180899839008208	0.7394126006112769	0.0763598309290583	0.822190220853778	-0.101755827377752	0.735694320541368
chr1:240190283-240190631	-0.1983701864757131	0.7013052961403761	-0.6319043896997011	0.0279195541074622	-0.7349203533214201	0.0107882088623692
chr1:240352702-240353046	-0.00138905563057864	0.999234361625603	0.5756519526864301	0.0769837187596134	-1.57286946204889	0.00118298334000771
chr1:240618543-240618868	-0.4781743524496421	0.475970627723317	0.3377827794126289	0.392229639357942	-0.1794113645724731	0.6766779232860669
chr1:240855439-240855745	-0.27292769603625	0.611801553404807	-0.8602683426465491	0.007939798367168429	-1.12267527954047	8.640838501121621e-4
chr1:240895627-240896004	-0.157739429781309	0.831361851666879	0.0263059606481834	0.950602309795858	-0.416839327931197	0.228445079994234
chr1:241051311-241051687	-0.392527317892149	0.287812236025773	-0.298917363381334	0.251529748695017	-0.355371362873676	0.13690778999782
chr1:241110306-241110571	0.255528288953803	0.80807865716252	0.575435625856346	0.242983695765511	0.0990647267926738	0.863468938955577
chr1:241587052-241587331	0.258831850593273	0.628566173829844	-0.4898293613741021	0.152007831079645	0.149454801486254	0.648964033666051
chr1:241694685-241694960	0.0163350277382689	0.9906380150209472	0.645573426526304	0.141090832146526	0.362686918688267	0.43535310730934
chr1:241768543-241768789	-0.0345340810245874	0.980999633918145	0.959472170705271	0.0276829399431242	-0.4536651494946379	0.441163864135932
chr1:241774349-241774641	-0.255912982644643	0.781083522660843	-0.0142637695719835	0.979475958197514	-0.190107626247463	0.681118777802189
chr1:241790820-241791134	0.182428384293619	0.861160377750124	0.9934159792328192	0.0143064578713241	0.2066138638634621	0.660338587391306
chr1:242011023-242011309	0.123469572656315	0.866272266971239	0.6975879452126961	0.0181879129292222	-0.126862704369217	0.7247339529514479
chr1:242059703-242060007	0.1768565929195499	0.8393028243470301	-0.149986372432603	0.767502274619696	-0.9154787277011448	0.0483185553364561
chr1:242149017-242149435	-0.0176931818701587	0.989476114961112	0.7758847694163041	0.0513466669450949	-0.634501677141333	0.194217923539371
chr1:242180940-242181275	0.234736758566018	0.6543446939090191	-2.03030339349928	1.95441139060158e-6	-0.349244141407775	0.245869481902726
chr1:242618091-242618382	0.0882990311068545	0.9262767731317648	-0.0559643430457171	0.908796877281045	0.00928953365958281	0.983230127615872
chr1:242630862-242631211	0.617255077224293	0.2035926163918431	0.7508175506864491	0.0269526928508351	-0.809159802632521	0.056819612803354
chr1:242687605-242687841	0.905816702243295	0.0498972906135853	-0.189489628166324	0.716165761920788	0.856990644361613	0.0180932762472864
chr1:243174162-243174408	0.395989647174566	0.586846097744283	-2.01351395149124	0.00240130432980485	-0.0970460161233664	0.8543304750044909
chr1:243488666-243488967	-0.345595600443006	0.588605916651831	-0.36891410213707	0.345840263396857	-0.978767085621354	0.0145009719805216
chr1:243507287-243507613	0.56916844215702	0.339622524637105	-0.235839450867439	0.647106917666376	0.160053823214009	0.7221950057637879
chr1:243523808-243524008	-0.138791405213731	0.926806118541878	0.145177214901225	0.830622733040331	-0.229009561658598	0.7220545011980699
chr1:243912041-243912360	-0.282096697887725	0.638180243813861	-0.110223505596273	0.776286645688172	-0.566134092237969	0.0828715045434262
chr1:244374516-244374717	0.0424051813048916	0.9701449747751908	-0.3136780897268089	0.5234095982385399	-0.687765032076914	0.162942995180907
chr1:244436319-244436692	-0.221530871742833	0.563300441080972	-0.482760915003224	0.0365655623248829	-0.281456716111314	0.195750189934968
chr1:244462724-244463112	0.108216532076031	0.7808147809059741	-0.5663692305413771	0.00682061474734964	-0.08238176640935499	0.688460993095786
chr1:244615173-244615672	0.3936792654730609	0.123618411385633	-0.26246293447922	0.2426128099252089	-0.6013972757891279	0.00571358188135492
chr1:244766488-244767059	0.31409198775409	0.634867013893297	0.8871665151206859	0.007386074040889571	0.438256620192126	0.209079714713922
chr1:244816332-244816852	0.41672421959472	0.124452051956831	0.5173279092750379	0.00955131160673671	0.6207235253165239	0.00114100388478418
chr1:244960125-244960562	-0.425862872067302	0.2208140302639831	-0.130115686132606	0.6345522325303371	-0.560543801138056	0.0262827022845454
chr1:244964522-244964847	0.0595861501005654	0.936935570465715	0.0490748821558908	0.893377801861437	-1.43881192360345	1.78117205816063e-4
chr1:245133974-245134295	0.110442906457956	0.814875847617756	0.415756497159157	0.0530910896070302	0.51105895638249	0.00973753372109202
chr1:245205967-245206352	0.0504609859076416	0.927786300219568	-0.273336072365768	0.258274861737599	-0.645042667548637	0.00609981750611462
chr1:245242404-245242670	0.151366083420522	0.86394068941351	-1.29784551556964	0.0104277088516156	0.366421630659648	0.319221636649423
chr1:245316341-245316639	0.356299062640495	0.4752232716345829	-0.285976720705111	0.431311593600267	0.657620690313882	0.0188534105558193
chr1:245319748-245320166	0.0341359702592605	0.930255631739358	-1.55800959236506	2.51758103685686e-15	-0.0632705247783349	0.702366199451138
chr1:246052150-246052387	0.789434439645029	0.3457415595646031	1.01491074845474	0.0552529789699031	1.06872342537133	0.0391567810977419
chr1:246166440-246166800	0.204125258648439	0.609546762904642	-0.569049320178473	0.0228504366734614	0.169269701625192	0.453759490563689
chr1:246175577-246175888	-0.3845345093651599	0.618630364988074	-0.310901406225185	0.5082552119281121	-1.83107366303157	0.00160561225004325
chr1:246280541-246280838	-0.130561850816659	0.8818005809253492	-1.03992295953632	0.0245443189936663	-0.163927201198385	0.6800543669187391
chr1:246614137-246614421	-0.7640406168102328	0.141650959233857	-1.90791912222638	9.66432994329203e-5	-1.59878791452675	8.54843838851951e-4
chr1:246655947-246656308	0.0686908432587741	0.916405812590208	-0.740077067707687	0.0103383933243027	0.0522113265299006	0.857783438160652
chr1:246660666-246661055	0.0318835282838688	0.9769190784284052	0.334324664654959	0.4068570854523811	-0.38560770793232	0.352721313535016
chr1:246670190-246670698	0.431228421041504	0.23634005091978	0.7688113533675011	0.00112702299122805	-0.121236650557925	0.6771497403299761
chr1:246852808-246853184	0.200175972244331	0.6825841835123261	-1.50691284797521	6.04482525450168e-6	0.716106964581662	0.00181415547717353
chr1:246859840-246860063	-0.320565550975114	0.584918983593477	-0.265161134800871	0.468594322397441	-0.472855202819861	0.153834122433606
chr1:246862446-246862838	-0.1554461216792651	0.6879199590002769	-0.202871417503053	0.366650293653598	0.354466275122498	0.0468683159931804
chr1:246917227-246917616	0.21390282798544	0.5536273838474771	-0.3240011351716081	0.169942934406011	0.00615837767614539	0.981300628840018
chr1:247134667-247135040	-0.317963116076465	0.286022701750733	-0.303024756467769	0.153139171921914	-0.920425997864608	7.38089916365237e-5
chr1:247282167-247282574	-0.0891716433357284	0.8744363585615259	-0.6595970730786259	0.0120961409503624	-0.436102398160984	0.0736865144516908
chr1:247310063-247310323	-0.384092420726818	0.6764551456785589	0.613130819552352	0.143937958983691	-0.6968039197316371	0.165423185723366
chr1:247536008-247536390	-0.188903629376935	0.628704685350935	0.1405612503285	0.5438093214613939	-0.131200866000955	0.545126935738039
chr1:247553375-247553795	0.0276280097900726	0.955310439898928	-0.5141971795350421	0.00812180097986177	0.117676599829532	0.514949422108125
chr1:247650476-247650791	0.10988503751345	0.8964011925249309	-0.846135937096248	0.0450578626807994	0.295559256807806	0.399288585125974
chr1:247844606-247844968	-0.148478795353817	0.800834485893379	-0.172463261134413	0.587184960156602	0.315918114527668	0.2081301412391761
chr1:247955052-247955309	-0.17902626771054	0.920585785963481	1.12444087523712	0.049774105229943	0.400646364581261	0.54369510786249
chr1:247987512-247987732	0.5014974292070661	0.721960614431239	1.52284178547033	0.0125732858026519	0.59174596016521	0.397494923054191
chr1:248020719-248021165	0.137578647744932	0.659058547094068	0.523126963160988	9.60200022396858e-4	-0.24231364199321	0.1525430419469
chr1:248100150-248100685	-0.0651944693872815	0.832317561190267	-0.0631924063838316	0.715347997522376	0.538444089175327	5.3411395945567803e-05
chr1:248315354-248315582	-0.1448352646101959	0.908344019503015	0.556728843940631	0.244008420421037	-0.0857921898562712	0.8858833761263001
chr1:248406468-248406824	-0.150291733415785	0.80269963733276	-0.854520072523048	0.00559350837416291	-0.205991764099429	0.472195351056873
chr1:248782222-248782565	0.00641942750815919	0.995699543792448	-0.0807728793662881	0.8451780242559179	0.784559990402489	0.00606340017315404
chr1:248785836-248786147	0.0886121487895979	0.9254747257306228	0.12791221736962	0.775642573475174	-0.463134552648199	0.256510702244307
chr1:248859579-248859871	-0.349561609040101	0.6042892071377329	-0.8908191665798392	0.034042088285265	-0.0624239539502572	0.876090910001259
chr1:249101335-249101685	0.123674721524363	0.7721240325881641	-1.6159727095999	2.02354094773572e-9	-0.0884396161159306	0.703638222549046
chr1:249120730-249121065	0.243900976671106	0.586416073920982	0.774232906322476	6.73827049549416e-4	0.235855870394976	0.353257019656164
chr1:249135923-249136240	0.00448278695173915	0.996443462003182	-0.7205020940015441	0.0280706126242963	-1.45268011936259	1.67700009105689e-4
chr1:249152291-249152543	0.706264771045561	0.0427806719659037	0.128976732415078	0.724405735916761	0.46055903800486	0.10656446164558
chr1:249152758-249153155	0.395920233183813	0.21993307001815	0.7141000597133492	8.262406271423879e-4	0.4418824061446521	0.0433197007422578
chr1:249200461-249200909	0.166965976140904	0.536291522741404	0.282161651209482	0.08290341633914501	0.8285834673704209	2.00834615428896e-7
chr1:249218917-249219498	-0.0985019370927455	0.876769119773593	0.102645975253786	0.7471603055513241	-0.531939086447017	0.0590906259320146
chr10:276748-276973	-1.05436826317501	0.148709312234432	-0.684275996246497	0.180304470510094	-0.885037992862934	0.0714062582545615
chr10:556938-557323	-0.05891843947946701	0.875411991139767	-0.731490784908427	2.83299821784354e-5	0.4651693751900221	0.00225992337937831
chr10:856268-856606	-0.108355531337856	0.8673084556142341	-0.2963564895433789	0.3476031657431711	0.271386217155366	0.303335267533789
chr10:1034129-1034360	0.234441620959241	0.7036102218241	0.526407198876118	0.0920509006137611	0.8643074362336519	0.0025613168983498
chr10:1146886-1147169	-0.131554269279941	0.882475870333468	-0.834388756064346	0.0599254130007032	0.7188211403871859	0.0295237894040791
chr10:1155996-1156354	-0.258567466651511	0.487965965369733	-0.182379623490965	0.462888506054784	-1.08353618662313	7.33739525085181e-5
chr10:1402242-1402536	-0.184805209631374	0.7440489892546821	0.369717580275245	0.171626584010901	-0.0986941547764282	0.7399804625805759
chr10:1463020-1463460	0.0866100845086323	0.82949330124622	-0.061703386959082	0.7933981216935558	0.477218254354911	0.00616528495724222
chr10:1531151-1531405	-0.381673800164885	0.567282942586349	0.372148482218911	0.303424405005286	-2.27215041116899	1.33709331772185e-4
chr10:1618735-1618972	0.5334355992640301	0.400476550458754	1.12159301812794	0.00223939964626827	0.925628809460596	0.0113092531806051
chr10:1757983-1758249	0.237676291695602	0.7227227364955621	0.309674942483928	0.40216784688824	0.936069829813488	0.00203368724827371
chr10:1797762-1798072	0.240339727439837	0.7382344060552328	-0.577063529321886	0.1832838328512169	0.2030621801371789	0.585121988801076
chr10:2050317-2050585	0.0427064966965957	0.968526692908094	0.027620203515593	0.9567559091951412	0.586410913348599	0.0925691027055015
chr10:2179711-2180048	-0.179066701063389	0.83013606143685	0.488786687183262	0.178526096591734	-0.434973967640949	0.292233465142427
